drugbank,drugbank_cid
Thrombin,cid65045
Thyrotropin Alfa,cid32281
Tianeptine,cid68870
Tiapride,cid5467
Tiaprofenic acid,cid5468
Tibolone,cid444008
Tideglusib,cid11313622
Tifuvirtide,cid16130644
Tiludronic acid,cid60937
Timolol,cid33624
Tinzaparin,cid772
Tiomolibdate ion,cid5245480
Tiotropium,cid5487427
Tiratricol,cid5803
Tirofiban,cid60947
Tivantinib,cid11494412
Tixocortol,cid162955
Tizanidine,cid5487
Tocainide,cid38945
Tofacitinib,cid9926791
Tofisopam,cid5502
Tolazamide,cid5503
Tolazoline,cid5504
Tolbutamide,cid5505
Tolfenamic Acid,cid610479
Tolmetin,cid5509
Tolterodine,cid443879
Topiramate,cid5284627
Torcetrapib,cid159325
Toremifene,cid3005573
Tramadol,cid33741
Trametinib,cid11707110
Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,cid448841
Trapidil,cid5531
Trazodone,cid5533
Treprostinil,cid6918140
Tretinoin,cid444795
Triamterene,cid5546
Triazolam,cid5556
Triazolopyridine,cid5289514
Trichlormethiazide,cid5560
Triclosan,cid5564
Tridihexethyl,cid20299
Tridolgosir,cid51683
Triethyl Phosphate,cid6535
Trifluoperazine,cid5566
Trifluoroethanol,cid6409
Triflupromazine,cid5568
Triflusal,cid9458
Triglyme,cid8189
Trihexyphenidyl,cid5572
Trilostane,cid656583
Trimebutine,cid5573
Trimetazidine,cid21109
Trimethadione,cid5576
Trimipramine,cid5584
Tripelennamine,cid5587
Triprolidine,cid5282443
Trodusquemine,cid9917968
Troglitazone,cid5591
Trolamine salicylate,cid25213
Tromethamine,cid6503
Tropicamide,cid5593
Trospium,cid5284632
Tubocurarine,cid6000
Tucatinib,cid51039094
Tulobuterol,cid5606
Ubidecarenone,cid5281915
Ularitide,cid16132416
Ulimorelin,cid11526696
Ulipristal,cid13559281
Ulixertinib,cid11719003
Umeclidinium,cid11519070
Urea,cid1176
Uric Acid,cid1175
Uridine-Diphosphate-N-Acetylglucosamine,cid445675
V1003,cid71307065
VX-702,cid10341154
Valdecoxib,cid119607
Valproic Acid,cid3121
Valsartan,cid60846
Vandetanib,cid3081361
Vanoxerine,cid3455
Vapreotide,cid71306
Vardenafil,cid135400189
Varenicline,cid170361
Varlitinib,cid42642648
Vatalanib,cid151194
Veliparib,cid11960529
Vemurafenib,cid42611257
Venetoclax,cid49846579
Venlafaxine,cid5656
Verapamil,cid2520
Vernakalant,cid9930049
Vestipitant,cid9832383
Vigabatrin,cid5665
Vilanterol,cid10184665
Vilazodone,cid6918314
Vinblastine,cid13342
Vincristine,cid5978
Vindesine,cid40839
Vinflunine,cid10629256
Vinorelbine,cid5311497
Vismodegib,cid24776445
Vitamin C,cid54670067
Vitamin E,cid14985
Voclosporin,cid6918486
Vofopitant,cid6918331
Vorapaxar,cid10077130
Vorinostat,cid5311
Vortioxetine,cid9966051
WX-UK1,cid9895194
Willardiine,cid440053
Wortmannin,cid312145
XL019,cid57990869
XL228,cid59757974
XL281,cid56931136
XL418,cid56963011
XL765,cid49867926
XL999,cid10433653
Xaliproden,cid128919
Xamoterol,cid155774
Xanthinol,cid9913
Xylazine,cid5707
Xylometazoline,cid5709
Yohimbine,cid8969
Zaleplon,cid5719
Zidovudine,cid35370
Zinc,cid23994
Zinc Substituted Heme C,cid6323369
Zinc Trihydroxide,cid21145272
Ziprasidone,cid60854
Zoledronic acid,cid68740
Zolmitriptan,cid60857
Zolpidem,cid5732
Zonisamide,cid5734
Zopiclone,cid5735
Zotepine,cid5736
Zucapsaicin,cid1548942
Zuclopenthixol,cid5311507
"[(3,7,11-TRIMETHYL-DODECA-2,6,10-TRIENYLOXYCARBAMOYL)-METHYL]-PHOSPHONIC ACID",cid445015
"[(3R)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",cid5327155
"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",cid5327152
[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid,cid446665
[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,cid16224058
"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",cid15942655
"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",cid5289531
"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",cid5289179
"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",cid17753786
"[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine",cid5289336
[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,cid94599
"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",cid5289339
[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine,cid447961
"[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",cid11952989
"[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}IMINO)CYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE",cid46937100
[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,cid23624249
[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,cid16040294
[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,cid24871491
"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",cid1484819
"[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",cid135431470
"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",cid5327067
[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,cid5327066
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,cid656953
[N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID,cid46937133
"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",cid449125
"[{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",cid24808499
alpha-D-glucose 6-phosphate,cid439284
alpha-D-glucose-1-phosphate,cid65533
alpha-Tocopherol succinate,cid20353
beta-Naphthoflavone,cid2361
clomethiazole,cid10783
dATP,cid15993
difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,cid46937076
"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",cid11531308
gamma-Aminobutyric acid,cid119
m-Chlorophenylpiperazine,cid1355
"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",cid24800833
methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,cid46937089
motexafin gadolinium,cid158385
trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium,cid9925908
tributylstannanyl,cid3032732
"{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE",cid399618
{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid,cid446300
"{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid",cid448025
"{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID",cid6914661
"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",cid9896036
{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,cid6914659
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,cid6603901
"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",cid5740
"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",cid24864079
"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",cid448024
{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,cid446662
